"id","entity1","entity1_label","relation","entity2","entity2_label","score","sentence","method","entity1_negated","entity1_uncertain","entity1_family","entity1_historical","entity2_negated","entity2_uncertain","entity2_family","entity2_historical","assertion","entity1_cui","entity1_canonical_name","entity1_semantic_group","entity2_cui","entity2_canonical_name","entity2_semantic_group"
"14872","anechoic lesion","SIGN_SYMPTOM","QUANTIFIES","0.4-0.6 m/s","LAB_VALUE","1.0","In the right lobe of the liver an anechoic lesion - resembling a cyst - measuring 110x120 mm, as previously; it abuts the interventricular septum and moulds it; flow in the interatrial septum is continuous but without significant acceleration, 0.4-0.6 m/s.","spacy_lexical","False","False","False","False","True","False","False","False","negated","","","","","",""
"14872","anechoic lesion","SIGN_SYMPTOM","QUANTIFIES","continuous","LAB_VALUE","1.0","In the right lobe of the liver an anechoic lesion - resembling a cyst - measuring 110x120 mm, as previously; it abuts the interventricular septum and moulds it; flow in the interatrial septum is continuous but without significant acceleration, 0.4-0.6 m/s.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","","","","C0549178","Continuous","CONC"
"15237","7 days","DURATION","DURATION_OF","immobilisation","THERAPEUTIC_PROCEDURE","1.0","Continued immobilisation of the right forearm is recommended, and 7 days after discharge an X-ray of the forearm and follow-up at the Orthopaedic Clinic are advised.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C4071832","7 days","CONC","C0020944","Immobilization","PROC"
"15240","stenosis","DISEASE_DISORDER","DURATION_OF","26 April 2023","DATE","1.0","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of the stenosis of the right internal carotid artery.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0678234","Stenosis Morphology","CONC","","",""
"15241","stenosis","DISEASE_DISORDER","DURATION_OF","26 April 2023","DATE","1.0","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of RICA stenosis.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0678234","Stenosis Morphology","CONC","","",""
"15261","14 days","DURATION","DURATION_OF","Spironol","MEDICATION","1.0","Please stop Spironol for 14 days before the hospitalisation.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C4071839","14 days","CONC","C0723422","Spironol","CHEM"
"15362","paracetamol","MEDICATION","HAS_FREQUENCY","three times daily","FREQUENCY","1.0","They should be taken regularly, with review of the justification for their use at the appointment at the surgical clinic - paracetamol 500 mg, 1 tablet three times daily, and Pyralgin 500 mg, 1 tablet three times daily.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0000970","acetaminophen","CHEM","C0556984","Three times daily","CONC"
"15362","Pyralgin","MEDICATION","ADMINISTERED_AS","regularly","FREQUENCY","1.0","They should be taken regularly, with review of the justification for their use at the appointment at the surgical clinic - paracetamol 500 mg, 1 tablet three times daily, and Pyralgin 500 mg, 1 tablet three times daily.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0917939","Pyralgin","CHEM","C0205272","Regular","CONC"
"15362","Pyralgin","MEDICATION","ADMINISTERED_AS","500 mg","DOSAGE","1.0","They should be taken regularly, with review of the justification for their use at the appointment at the surgical clinic - paracetamol 500 mg, 1 tablet three times daily, and Pyralgin 500 mg, 1 tablet three times daily.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0917939","Pyralgin","CHEM","C3816747","500","CONC"
"15362","Pyralgin","MEDICATION","ADMINISTERED_AS","1 tablet","DOSAGE","1.0","They should be taken regularly, with review of the justification for their use at the appointment at the surgical clinic - paracetamol 500 mg, 1 tablet three times daily, and Pyralgin 500 mg, 1 tablet three times daily.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0917939","Pyralgin","CHEM","C0039225","Tablet Dosage Form","CHEM"
"15366","gastric polyp","DISEASE_DISORDER","DURATION_OF","In approximately 2 weeks","DATE","1.0","In approximately 2 weeks, having made telephone contact beforehand, please collect the result of the bone marrow examination and the histopathology of the gastric polyp at this Department.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0236048","Polyposis, Gastric","DISO","C0332232","Approximate","CONC"
"15415","necrosis","SIGN_SYMPTOM","HAS_COLOR","black","COLOR","1.0","The upper wound, with black necrosis in the autolytic debridement phase - Granugel and a foam dressing.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0027540","Necrosis","PHYS","C0005680","Black Populations","LIVB"
"15416","necrosis","SIGN_SYMPTOM","HAS_COLOR","black","COLOR","1.0","The pressure sore with black necrosis will shortly require surgical debridement - excision of the necrotic tissue.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0027540","Necrosis","PHYS","C0005680","Black Populations","LIVB"
"15486","exercise","ACTIVITY","CAUSES","pain","SIGN_SYMPTOM","1.0","The exercise should provoke pain of moderate severity within 3-5 minutes, after which rest is advised.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0015259","Exercise","ACTI","C0030193","Pain","DISO"
"15501","24 hours","DURATION","DURATION_OF","Novoscabin","MEDICATION","1.0","Use Novoscabin - leave the preparation on the skin, except the face, for 24 hours, then wash the body; use for 5 consecutive days.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442770","24 Hours","CONC","C0132897","Novoscabin","CHEM"
"15501","5 consecutive days","DURATION","DURATION_OF","Novoscabin","MEDICATION","1.0","Use Novoscabin - leave the preparation on the skin, except the face, for 24 hours, then wash the body; use for 5 consecutive days.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1707491","Consecutive","CONC","C0132897","Novoscabin","CHEM"
"15503","Belosalic ointment","MEDICATION","HAS_FREQUENCY","once daily","FREQUENCY","1.0","For the nodular lesions on the skin of the right thigh, apply Belosalic ointment twice daily or Dermovate ointment once daily for 2-3 weeks, spot-applied to these lesions.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","","","","C0556983","Once daily","CONC"
"17703","Family history","FAMILY_HISTORY","INDICATES","breast cancer","DISEASE_DISORDER","1.0","Family history positive for breast cancer and ovarian cancer.","spacy_lexical","False","False","False","False","False","False","True","True","family+historical","C0241889","Family history (finding)","DISO","C0006142","Malignant neoplasm of breast","DISO"
"17703","Family history","FAMILY_HISTORY","INDICATES","ovarian cancer","DISEASE_DISORDER","1.0","Family history positive for breast cancer and ovarian cancer.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0241889","Family history (finding)","DISO","C0919267","ovarian neoplasm","DISO"
"17704","lesion","DISEASE_DISORDER","HAS_TEXTURE","hypoechoic","TEXTURE","1.0","Breast ultrasound: in the right breast at 4 o'clock a hypoechoic, spiculated lesion 19x15x11 mm, with a satellite nodule 4 mm in diameter; at 10 o'clock a hypoechoic lesion 6 mm in diameter (both of neoplastic morphology); lymph nodes unremarkable.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C3829578","Hypoechoic Focus","DISO"
"17704","lesion","DISEASE_DISORDER","HAS_SHAPE","spiculated","SHAPE","1.0","Breast ultrasound: in the right breast at 4 o'clock a hypoechoic, spiculated lesion 19x15x11 mm, with a satellite nodule 4 mm in diameter; at 10 o'clock a hypoechoic lesion 6 mm in diameter (both of neoplastic morphology); lymph nodes unremarkable.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C1519453","Spiculate","PHYS"
"17704","lesion","DISEASE_DISORDER","HAS_TEXTURE","hypoechoic","TEXTURE","1.0","Breast ultrasound: in the right breast at 4 o'clock a hypoechoic, spiculated lesion 19x15x11 mm, with a satellite nodule 4 mm in diameter; at 10 o'clock a hypoechoic lesion 6 mm in diameter (both of neoplastic morphology); lymph nodes unremarkable.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C3829578","Hypoechoic Focus","DISO"
"17736","anastomosis","BIOLOGICAL_STRUCTURE","HAS_TEXTURE","smooth","TEXTURE","1.0","The anastomosis, at a level approximately 5 cm from the sphincter line, is smooth and fairly wide, and admits the instrument without resistance.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0332853","Anastomosis","DISO","C0205357","Smooth","CONC"
"17737","extensive","DETAILED_DESCRIPTION","DESCRIBES","polyp","DISEASE_DISORDER","1.0","In the ascending colon there is an extensive flat polyp of granular LST type with a surface area of approximately 4x4 cm.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0205231","Extensive","CONC","C0032584","polyps","DISO"
"17737","polyp","DISEASE_DISORDER","HAS_SHAPE","flat","SHAPE","1.0","In the ascending colon there is an extensive flat polyp of granular LST type with a surface area of approximately 4x4 cm.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0032584","polyps","DISO","C0205324","Flat shape","CONC"
"17740","20/02/2023","DATE","DURATION_OF","Closure of the ileostomy","THERAPEUTIC_PROCEDURE","1.0","Closure of the ileostomy is planned for 20/02/2023.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"17756","fracture","DISEASE_DISORDER","LOCATED_IN","acetabulum","BIOLOGICAL_STRUCTURE","1.0","A fracture in the region of the acetabulum of the right hip joint was additionally confirmed, and on imaging from 11/2022 a fracture of the left iliac bone.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0016658","Fracture","DISO","C0000962","Bone structure of acetabulum","ANAT"
"17756","fracture","DISEASE_DISORDER","LOCATED_IN","right hip joint","BIOLOGICAL_STRUCTURE","1.0","A fracture in the region of the acetabulum of the right hip joint was additionally confirmed, and on imaging from 11/2022 a fracture of the left iliac bone.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0016658","Fracture","DISO","C1285116","Right hip joint structure","ANAT"
"17756","fracture","DISEASE_DISORDER","LOCATED_IN","left iliac bone","BIOLOGICAL_STRUCTURE","1.0","A fracture in the region of the acetabulum of the right hip joint was additionally confirmed, and on imaging from 11/2022 a fracture of the left iliac bone.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0016658","Fracture","DISO","C0735431","Left ilium","ANAT"
"17767","lesions","SIGN_SYMPTOM","LOCATED_IN","abdomen","BIOLOGICAL_STRUCTURE","1.0","No lesions suspicious for metastases are visible within the abdomen.","spacy_lexical","True","False","False","False","False","False","False","False","negated","C0221198","Lesion","DISO","C0000726","Abdomen","ANAT"
"17767","metastases","DISEASE_DISORDER","LOCATED_IN","abdomen","BIOLOGICAL_STRUCTURE","1.0","No lesions suspicious for metastases are visible within the abdomen.","spacy_lexical","True","True","False","False","False","False","False","False","negated+uncertain","C0027627","Neoplasm Metastasis","DISO","C0000726","Abdomen","ANAT"
"17767","Tumour","DISEASE_DISORDER","HAS_SEVERITY","T4bN2b","SEVERITY","1.0","Tumour of the rectum, radiologically T4bN2b.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0027651","Neoplasms","DISO","","",""
"17768","tumour","DISEASE_DISORDER","LOCATED_IN","left wall of the rectum","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0027651","Neoplasms","DISO","","",""
"17768","tumour","DISEASE_DISORDER","LOCATED_IN","right","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0027651","Neoplasms","DISO","C0205090","Right","CONC"
"17768","residual lesions","SIGN_SYMPTOM","LOCATED_IN","left wall of the rectum","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","","",""
"17768","residual lesions","SIGN_SYMPTOM","LOCATED_IN","right","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C0205090","Right","CONC"
"17768","contrast enhancement","SIGN_SYMPTOM","LOCATED_IN","left wall of the rectum","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C2985747","Contrast Agent Enhancement Indicator","CONC","","",""
"17768","contrast enhancement","SIGN_SYMPTOM","LOCATED_IN","right","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C2985747","Contrast Agent Enhancement Indicator","CONC","C0205090","Right","CONC"
"17768","restricting diffusion","SIGN_SYMPTOM","LOCATED_IN","left wall of the rectum","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C5667516","Diffusion Restriction","DISO","","",""
"17768","restricting diffusion","SIGN_SYMPTOM","LOCATED_IN","right","BIOLOGICAL_STRUCTURE","1.0","Considerable regression of the rectal tumour - currently residual lesions, showing contrast enhancement and restricting diffusion, are visible mainly within the left wall of the rectum (they are also present on the right, of lesser severity) over a segment of approximately 2 cm, up to 11 mm thick.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C5667516","Diffusion Restriction","DISO","C0205090","Right","CONC"
"17874","focal lesions","SIGN_SYMPTOM","LOCATED_IN","posterior cranial fossa","BIOLOGICAL_STRUCTURE","1.0","Brain without focal lesions having the features of secondary deposits (particularly in the region of the posterior cranial fossa, infratentorially).","spacy_lexical","True","False","False","False","False","False","False","False","negated","C0221198","Lesion","DISO","C0010265","Structure of posterior fossa of cranial cavity","ANAT"
"17874","focal lesions","SIGN_SYMPTOM","LOCATED_IN","infratentorially","BIOLOGICAL_STRUCTURE","1.0","Brain without focal lesions having the features of secondary deposits (particularly in the region of the posterior cranial fossa, infratentorially).","spacy_lexical","True","False","False","False","False","False","False","False","negated","C0221198","Lesion","DISO","C0228067","Infratentorial brain structure","ANAT"
"17874","secondary deposits","DISEASE_DISORDER","LOCATED_IN","posterior cranial fossa","BIOLOGICAL_STRUCTURE","1.0","Brain without focal lesions having the features of secondary deposits (particularly in the region of the posterior cranial fossa, infratentorially).","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C2939419","Secondary Neoplasm","DISO","C0010265","Structure of posterior fossa of cranial cavity","ANAT"
"17874","secondary deposits","DISEASE_DISORDER","LOCATED_IN","infratentorially","BIOLOGICAL_STRUCTURE","1.0","Brain without focal lesions having the features of secondary deposits (particularly in the region of the posterior cranial fossa, infratentorially).","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C2939419","Secondary Neoplasm","DISO","C0228067","Infratentorial brain structure","ANAT"
"19974","Adrenaline","MEDICATION","HAS_ADMINISTRATION","intravenously","ADMINISTRATION","1.0","Adrenaline 1 mg given intravenously.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0014563","epinephrine","CHEM","C1522726","Intravenous Route of Drug Administration","CONC"
"20154","lesion","SIGN_SYMPTOM","HAS_TEXTURE","well-demarcated","TEXTURE","1.0","In the paraglottic space on the left side a well-demarcated oval lesion measuring 11x23x19 mm is visible.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","","",""
"20154","lesion","SIGN_SYMPTOM","HAS_SHAPE","oval","SHAPE","1.0","In the paraglottic space on the left side a well-demarcated oval lesion measuring 11x23x19 mm is visible.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C1709367","Oval shape","CONC"
"20166","papillary thyroid carcinoma","DISEASE_DISORDER","DURATION_OF","9 September 2019","DATE","1.0","On 9 September 2019 a thyroidectomy was performed for papillary thyroid carcinoma, an R1 resection, followed by two courses of therapy.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0238463","Papillary thyroid carcinoma","DISO","C3828193","September","CONC"
"20176","acinic cell carcinoma","DISEASE_DISORDER","DURATION_OF","2013","DATE","1.0","Status post right-sided parotidectomy in 2013 for acinic cell carcinoma.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0206685","Acinar Cell Carcinoma","DISO","","",""
"20177","multifocal","DETAILED_DESCRIPTION","DESCRIBES","recurrence","DISEASE_DISORDER","1.0","Status post right-sided reparotidectomy for multifocal recurrence, AcCCa.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0205292","Multifocal","CONC","C0034897","Recurrence","PHEN"
"20189","enhancement","SIGN_SYMPTOM","HAS_SEVERITY","strong","SEVERITY","1.0","As previously, the enlarged left lacrimal gland showing strong enhancement is notable.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C1627358","Refractive surgery enhancement","PROC","C0442821","Strong","CONC"
"20190","infiltrate","SIGN_SYMPTOM","LOCATED_IN","right orbit","BIOLOGICAL_STRUCTURE","1.0","The infiltrate within the right orbit is stable in size and morphology, currently measuring 16x18x29 mm, that is as previously.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0332448","Infiltration","DISO","C0926578","Right orbital compartment","ANAT"
"21343","basal cell adenoma","DISEASE_DISORDER","DURATION_OF","2020","DATE","1.0","Status post removal of the right submandibular gland in 2020 for a basal cell adenoma.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0205646","Adenoma, Basal Cell","DISO","C0227059","Mandibular left second premolar tooth","ANAT"
"21345","local recurrence","DISEASE_DISORDER","LOCATED_IN","opening of the left Eustachian tube","BIOLOGICAL_STRUCTURE","1.0","Status post proton therapy in September 2022 for local recurrence in the region of the opening of the left Eustachian tube.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0034897","Recurrence","PHEN","C0926800","Ostium of Eustachian tube","ANAT"
"21345","local recurrence","DISEASE_DISORDER","DURATION_OF","September 2022","DATE","1.0","Status post proton therapy in September 2022 for local recurrence in the region of the opening of the left Eustachian tube.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0034897","Recurrence","PHEN","C3828193","September","CONC"
"21347","radiotherapy","THERAPEUTIC_PROCEDURE","CAUSES","Fluid","SIGN_SYMPTOM","1.0","Fluid in both mastoid processes, probably secondary to radiotherapy.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0034619","radiotherapeutic","CONC","C0302908","Liquid substance","OBJC"
"21348","BCA","DISEASE_DISORDER","DURATION_OF","2020","DATE","1.0","Status post removal of the right submandibular gland in 2020 for BCA.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1332420","BLNK gene","GENE","C0227059","Mandibular left second premolar tooth","ANAT"
"21386","2 weeks","DURATION","DURATION_OF","treatment","THERAPEUTIC_PROCEDURE","1.0","After treatment of inflammation of the left breast, augmentin for 2 weeks - with improvement.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442457","2 Weeks","CONC","C0039798","therapeutic aspects","CONC"
"21386","2 weeks","DURATION","DURATION_OF","inflammation of the left breast","DISEASE_DISORDER","1.0","After treatment of inflammation of the left breast, augmentin for 2 weeks - with improvement.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442457","2 Weeks","CONC","C0024894","Mastitis","DISO"
"21386","2 weeks","DURATION","DURATION_OF","augmentin","MEDICATION","1.0","After treatment of inflammation of the left breast, augmentin for 2 weeks - with improvement.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442457","2 Weeks","CONC","","",""
"21405","three","QUANTITATIVE_CONCEPT","QUANTIFIES","meningothelial nodules","DISEASE_DISORDER","1.0","In three specimens, small foci of the nature of meningothelial nodules were found (C4, C5, F)","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0205449","Three","CONC","C1513123","Meningothelial cell","ANAT"
"21405","foci","SIGN_SYMPTOM","HAS_SEVERITY","small","SEVERITY","1.0","In three specimens, small foci of the nature of meningothelial nodules were found (C4, C5, F)","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0205234","Focal","CONC","C0700321","Small","CONC"
"21526","Holter","DIAGNOSTIC_PROCEDURE","REVEALS","ventricular premature beats","SIGN_SYMPTOM","1.0","Holter from December 2022 - the recording showed no features of significant pathology; ventricular premature beats, 9 in total, monomorphic with a constant, fairly short coupling interval.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0013801","Holter Electrocardiography","PROC","C0151636","Premature ventricular contractions","DISO"
"21526","recording","DIAGNOSTIC_PROCEDURE","REVEALS","ventricular premature beats","SIGN_SYMPTOM","1.0","Holter from December 2022 - the recording showed no features of significant pathology; ventricular premature beats, 9 in total, monomorphic with a constant, fairly short coupling interval.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0025102","Medical Records","CONC","C0151636","Premature ventricular contractions","DISO"
"21590","diastolic prolapse","SIGN_SYMPTOM","ASSOCIATED_WITH","thickening","SIGN_SYMPTOM","1.0","On the parasternal long-axis view, diastolic prolapse of both leaflets is visible, together with thickening on the leaflets forming an oval structure up to 8 by 10 mm in diameter - in future this should not be treated as vegetations.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0012000","Diastole","PHYS","C0205400","Thickened","DISO"
"21590","diastolic prolapse","SIGN_SYMPTOM","ASSOCIATED_WITH","vegetations","SIGN_SYMPTOM","1.0","On the parasternal long-axis view, diastolic prolapse of both leaflets is visible, together with thickening on the leaflets forming an oval structure up to 8 by 10 mm in diameter - in future this should not be treated as vegetations.","spacy_lexical","False","False","False","False","True","False","False","False","negated","C0012000","Diastole","PHYS","","",""
"21878","medications","MEDICATION","ADMINISTERED_AS","subcutaneously","ADMINISTRATION","1.0","Regular use of Saxenda subcutaneously, 0.6 mg once daily - the other medications as previously.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0013227","Pharmaceutical Preparations","CHEM","C1522438","Subcutaneous Route of Drug Administration","CONC"
"21878","medications","MEDICATION","ADMINISTERED_AS","0.6 mg","DOSAGE","1.0","Regular use of Saxenda subcutaneously, 0.6 mg once daily - the other medications as previously.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0013227","Pharmaceutical Preparations","CHEM","","",""
"22019","transurethral resection of the prostate","THERAPEUTIC_PROCEDURE","DURATION_OF","2-3 weeks","DURATION","1.0","Follow-up at the Urology Clinic in 2-3 weeks - replacement of the urinary catheter and possible assessment of eligibility for transurethral resection of the prostate.","spacy_lexical","False","True","False","False","False","False","False","False","uncertain","C0040771","Transurethral Resection of Prostate","PROC","C0439230","week","CONC"
"22020","TURP","THERAPEUTIC_PROCEDURE","DURATION_OF","2-3 weeks","DURATION","1.0","Follow-up at the Urology Clinic in 2-3 weeks - replacement of the urinary catheter and possible assessment of eligibility for TURP.","spacy_lexical","False","True","False","False","False","False","False","False","uncertain","C0040771","Transurethral Resection of Prostate","PROC","C0439230","week","CONC"
"23200","paracetamol","MEDICATION","HAS_FREQUENCY","three times daily","FREQUENCY","1.0","They should be taken regularly, with review of the justification for their use at the appointment at the surgical clinic - paracetamol 500 mg, 1 tablet three times daily, and Pyralgin 500 mg, 1 tablet three times daily.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0000970","acetaminophen","CHEM","C0556984","Three times daily","CONC"
"23200","Pyralgin","MEDICATION","ADMINISTERED_AS","500 mg","DOSAGE","1.0","They should be taken regularly, with review of the justification for their use at the appointment at the surgical clinic - paracetamol 500 mg, 1 tablet three times daily, and Pyralgin 500 mg, 1 tablet three times daily.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0917939","Pyralgin","CHEM","C3816747","500","CONC"
"23200","Pyralgin","MEDICATION","ADMINISTERED_AS","1 tablet","DOSAGE","1.0","They should be taken regularly, with review of the justification for their use at the appointment at the surgical clinic - paracetamol 500 mg, 1 tablet three times daily, and Pyralgin 500 mg, 1 tablet three times daily.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0917939","Pyralgin","CHEM","C0039225","Tablet Dosage Form","CHEM"
"23338","24 hours","DURATION","DURATION_OF","Novoscabin","MEDICATION","1.0","Use Novoscabin - leave the preparation on the skin, except the face, for 24 hours, then wash the body; use for 5 consecutive days.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442770","24 Hours","CONC","C0132897","Novoscabin","CHEM"
"23338","24 hours","DURATION","DURATION_OF","preparation","MEDICATION","1.0","Use Novoscabin - leave the preparation on the skin, except the face, for 24 hours, then wash the body; use for 5 consecutive days.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442770","24 Hours","CONC","C1521827","Preparation","ACTI"
"23338","5 consecutive days","DURATION","DURATION_OF","Novoscabin","MEDICATION","1.0","Use Novoscabin - leave the preparation on the skin, except the face, for 24 hours, then wash the body; use for 5 consecutive days.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1707491","Consecutive","CONC","C0132897","Novoscabin","CHEM"
"23338","5 consecutive days","DURATION","DURATION_OF","preparation","MEDICATION","1.0","Use Novoscabin - leave the preparation on the skin, except the face, for 24 hours, then wash the body; use for 5 consecutive days.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1707491","Consecutive","CONC","C1521827","Preparation","ACTI"
"23358","frequent","DETAILED_DESCRIPTION","DESCRIBES","laundering","THERAPEUTIC_PROCEDURE","1.0","In view of the infection identified - infection with a strain producing VIM beta-lactamases - hygiene measures must be implemented for all family members: hand washing and hand disinfection, and frequent laundering of clothing.","spacy_dependency","False","False","False","False","False","False","False","False","affirmed","C0332183","Frequently","CONC","C0023134","Laundering","ACTI"
"23435","torasemide","MEDICATION","DURATION_OF","Two weeks","DURATION","1.0","Two weeks before the hospitalisation, torasemide and spironolactone must be stopped - modification of treatment through primary care or the Cardiology Clinic.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0076840","torsemide","CHEM","C4082118","Two weeks","CONC"
"23435","spironolactone","MEDICATION","DURATION_OF","Two weeks","DURATION","1.0","Two weeks before the hospitalisation, torasemide and spironolactone must be stopped - modification of treatment through primary care or the Cardiology Clinic.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C0037982","spironolactone","CHEM","C4082118","Two weeks","CONC"
"23492","2 months","DURATION","DURATION_OF","Kreon","MEDICATION","1.0","Please attend to collect the faecal elastase measurement in approximately 1 week - if the result is positive, Kreon is to be added through primary care - and the culture for Mycoplasma tuberculosis in 2 months, having made telephone contact beforehand.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442456","2 Months","CONC","","",""
"23494","2 months","DURATION","DURATION_OF","Kreon","MEDICATION","1.0","Please attend to collect the faecal elastase measurement in approximately 1 week - if the result is positive, Kreon is to be added through primary care - and the culture for M. tuberculosis in 2 months, having made telephone contact beforehand.","spacy_lexical","False","False","False","False","False","False","False","False","affirmed","C1442456","2 Months","CONC","","",""
