"key","name","entity_type","cui","count"
"C0430952","Urological investigation","DIAGNOSTIC_PROCEDURE","C0430952","2"
"C0436226","Proton Therapy","THERAPEUTIC_PROCEDURE","C0436226","5"
"C0436307","Chemoradiotherapy","THERAPEUTIC_PROCEDURE","C0436307","7"
"C0438860","Walking frame","OTHER_ENTITY","C0438860","3"
"C0439064","Numerous","QUANTITATIVE_CONCEPT","C0439064","17"
"C0439070","Roman Numeral III","BIOLOGICAL_STRUCTURE","C0439070","4"
"C0439092","Less Than","QUANTITATIVE_CONCEPT","C0439092","1"
"C0439093","Greater Than","QUANTITATIVE_CONCEPT","C0439093","3"
"C0439148","Unit","DOSAGE","C0439148","9"
"C0439151","Bethesda units","LAB_VALUE","C0439151","2"
"C0439165","Percent (qualifier value)","QUANTITATIVE_CONCEPT","C0439165","1"
"C0439200","millimeter","DISTANCE","C0439200","53"
"C0439208","gram","MASS","C0439208","3"
"C0439210","milligram","DOSAGE","C0439210","3"
"C0439227","Hour","DURATION","C0439227","1"
"C0439228","day","DATE","C0439228","8"
"C0439230","week","DURATION","C0439230","19"
"C0439231","month","DURATION","C0439231","3"
"C0439232","Minute of time","DURATION","C0439232","5"
"C0439234","year","DATE","C0439234","17"
"C0439237","degrees Celsius","LAB_VALUE","C0439237","3"
"C0439242","milliliter","VOLUME","C0439242","36"
"C0439268","Microgram per Milliliter","LAB_VALUE","C0439268","2"
"C0439269","mg/dL","LAB_VALUE","C0439269","5"
"C0439392","cm/s","LAB_VALUE","C0439392","4"
"C0439393","Liter per Minute","DOSAGE","C0439393","5"
"C0439422","milligram/day","DOSAGE","C0439422","1"
"C0439475","mmHg","LAB_VALUE","C0439475","6"
"C0439479","sq. cm","AREA","C0439479","1"
"C0439493","m/s","LAB_VALUE","C0439493","5"
"C0439505","per day","FREQUENCY","C0439505","8"
"C0439534","Dimensions","BIOLOGICAL_ATTRIBUTE","C0439534","19"
"C0439590","Prolonged","DURATION","C0439590","1"
"C0439608","elective","QUALITATIVE_CONCEPT","C0439608","2"
"C0439609","Urgent","QUALITATIVE_CONCEPT","C0439609","2"
"C0439742","Scattered","DETAILED_DESCRIPTION","C0439742","5"
"C0439744","Concentric","SHAPE","C0439744","2"
"C0439751","Entire","QUANTITATIVE_CONCEPT","C0439751","1"
"C0439775","Elevation procedure","SIGN_SYMPTOM","C0439775","2"
"C0439793","Severities","SEVERITY","C0439793","4"
"C0439794","Dense","TEXTURE","C0439794","3"
"C0439806","Gross (qualifier value)","DIAGNOSTIC_PROCEDURE","C0439806","3"
"C0439824","Verbal","DIAGNOSTIC_PROCEDURE","C0439824","1"
"C0439833","Gradual","DETAILED_DESCRIPTION","C0439833","1"
"C0439834","Slow","QUALITATIVE_CONCEPT","C0439834","1"
"C0439835","Stationary","QUALITATIVE_CONCEPT","C0439835","1"
"C0441031","Free flap","THERAPEUTIC_PROCEDURE","C0441031","1"
"C0441107","Cuffs device","OTHER_ENTITY","C0441107","2"
"C0441471","Event","DETAILED_DESCRIPTION","C0441471","2"
"C0441587","Clinical act of insertion","THERAPEUTIC_PROCEDURE","C0441587","4"
"C0441621","Sampling - Surgical action","DIAGNOSTIC_PROCEDURE","C0441621","1"
"C0441635","Anatomical segmentation","BIOLOGICAL_STRUCTURE","C0441635","3"
"C0441730","Type 2","DISEASE_DISORDER","C0441730","1"
"C0441731","Type 3","DETAILED_DESCRIPTION","C0441731","2"
"C0441792","Editions","DETAILED_DESCRIPTION","C0441792","1"
"C0441800","Grade","SEVERITY","C0441800","4"
"C0441802","Grade two rank","SEVERITY","C0441802","1"
"C0441833","Groups","BIOLOGICAL_STRUCTURE","C0441833","5"
"C0441889","Levels (qualifier value)","SEVERITY","C0441889","7"
"C0441987","Side","DETAILED_DESCRIPTION","C0441987","2"
"C0441989","Ipsilateral","QUALITATIVE_CONCEPT","C0441989","1"
"C0441993","Paramedian approach","AREA","C0441993","1"
"C0441994","Lower - spatial qualifier","BIOLOGICAL_STRUCTURE","C0441994","5"
"C0442025","Muscular","BIOLOGICAL_ATTRIBUTE","C0442025","1"
"C0442030","Parietal","BIOLOGICAL_ATTRIBUTE","C0442030","2"
"C0442049","Upper third","AREA","C0442049","4"
"C0442050","Middle third","AREA","C0442050","5"
"C0442051","Lower third","AREA","C0442051","7"
"C0442053","Ventral part","BIOLOGICAL_STRUCTURE","C0442053","1"
"C0442054","Dorsal part","AREA","C0442054","1"
"C0442055","Lateral part","AREA","C0442055","2"
"C0442113","Intragastric","ADMINISTRATION","C0442113","1"
"C0442120","Intraperitoneal","DISEASE_DISORDER","C0442120","2"
"C0442143","Paratracheal","AREA","C0442143","4"
"C0442158","Perianal","BIOLOGICAL_STRUCTURE","C0442158","4"
"C0442518","Hostel","NONBIOLOGICAL_LOCATION","C0442518","4"
"C0442519","Home environment","NONBIOLOGICAL_LOCATION","C0442519","1"
"C0442592","Clinic","NONBIOLOGICAL_LOCATION","C0442592","1"
"C0442711","Protocols documentation","DIAGNOSTIC_PROCEDURE","C0442711","8"
"C0442739","No status change","OUTCOME","C0442739","3"
"C0442757","3/4","LAB_VALUE","C0442757","1"
"C0442759","3/6","SEVERITY","C0442759","1"
"C0442800","Enlarged","SIGN_SYMPTOM","C0442800","48"
"C0442805","Increase","SIGN_SYMPTOM","C0442805","16"
"C0442808","Increasing (qualifier value)","QUALITATIVE_CONCEPT","C0442808","3"
"C0442816","Normal limits","OUTCOME","C0442816","16"
"C0442818","Raised","LAB_VALUE","C0442818","3"
"C0442821","Strong","SEVERITY","C0442821","2"
"C0442822","trace amount","DIAGNOSTIC_PROCEDURE","C0442822","16"
"C0442824","Very","SEVERITY","C0442824","3"
"C0442867","malignant disease","DISEASE_DISORDER","C0442867","4"
"C0443218","Fixed behavior","SIGN_SYMPTOM","C0443218","3"
"C0443224","Fresh (qualifier value)","DETAILED_DESCRIPTION","C0443224","1"
"C0443228","Largest","QUALITATIVE_CONCEPT","C0443228","5"
"C0443246","Left sided","THERAPEUTIC_PROCEDURE","C0443246","6"
"C0443252","Long-term","DURATION","C0443252","3"
"C0443268","nodal (pertaining to a node)","LAB_VALUE","C0443268","2"
"C0443286","Reaction","SIGN_SYMPTOM","C0443286","2"
"C0443288","Restricted","SIGN_SYMPTOM","C0443288","3"
"C0443302","Several","QUANTITATIVE_CONCEPT","C0443302","4"
"C0443303","short-term","DURATION","C0443303","2"
"C0443350","Watery","TEXTURE","C0443350","1"
"C0444099","Skin Specimen","BIOLOGICAL_STRUCTURE","C0444099","21"
"C0444123","Specimen from lung obtained by bronchial washing procedure","BIOLOGICAL_STRUCTURE","C0444123","1"
"C0444186","Smear test","DIAGNOSTIC_PROCEDURE","C0444186","1"
"C0444299","Catheter tip","OTHER_ENTITY","C0444299","1"
"C0444334","Recumbent body position","ACTIVITY","C0444334","1"
"C0444532","Right sided","BIOLOGICAL_ATTRIBUTE","C0444532","8"
"C0444764","Coils (formation)","OTHER_ENTITY","C0444764","1"
"C0444908","Deep hypothermia","DISEASE_DISORDER","C0444908","1"
"C0445115","Normal saline","MEDICATION","C0445115","10"
"C0446413","C3 level","BIOLOGICAL_STRUCTURE","C0446413","2"
"C0446415","C5 level","BIOLOGICAL_STRUCTURE","C0446415","1"
"C0446417","C7 level","BIOLOGICAL_STRUCTURE","C0446417","2"
"C0446432","L1 level","BIOLOGICAL_STRUCTURE","C0446432","2"
"C0446481","Structure of fifth intercostal space","BIOLOGICAL_STRUCTURE","C0446481","1"
"C0446498","Left iliac fossa","BIOLOGICAL_STRUCTURE","C0446498","1"
"C0446516","Upper arm","BIOLOGICAL_STRUCTURE","C0446516","1"
"C0446633","abdominal organ","BIOLOGICAL_STRUCTURE","C0446633","3"
"C0446908","Mastoid process","BIOLOGICAL_STRUCTURE","C0446908","4"
"C0447155","Lymph node group","BIOLOGICAL_STRUCTURE","C0447155","2"
"C0447562","Mesorectum","BIOLOGICAL_STRUCTURE","C0447562","1"
"C0448011","Mental Foramen","BIOLOGICAL_STRUCTURE","C0448011","2"
"C0449450","Presentation","CLINICAL_EVENT","C0449450","1"
"C0449468","Volume","BIOLOGICAL_ATTRIBUTE","C0449468","58"
"C0449584","Opacification","SIGN_SYMPTOM","C0449584","2"
"C0449719","Part","BIOLOGICAL_STRUCTURE","C0449719","17"
"C0449774","Patterns","DIAGNOSTIC_PROCEDURE","C0449774","1"
"C0449911","View","DIAGNOSTIC_PROCEDURE","C0449911","1"
"C0450168","Distal third","BIOLOGICAL_STRUCTURE","C0450168","1"
"C0450277","Cystic duct stump","BIOLOGICAL_STRUCTURE","C0450277","1"
"C0450462","Running water","DETAILED_DESCRIPTION","C0450462","3"
"C0452428","Drink (dietary substance)","DETAILED_DESCRIPTION","C0452428","1"
"C0452956","Processed meat","DETAILED_DESCRIPTION","C0452956","2"
"C0454576","Aphasia, Mixed","SIGN_SYMPTOM","C0454576","2"
"C0455825","Left ventricular mass","BIOLOGICAL_STRUCTURE","C0455825","3"
"C0456190","Left ventricular end-diastolic pressure level","BIOLOGICAL_ATTRIBUTE","C0456190","7"
"C0456205","Contents","TEXTURE","C0456205","1"
"C0456306","Glossotonsillar sulcus","BIOLOGICAL_STRUCTURE","C0456306","2"
"C0456389","size","BIOLOGICAL_ATTRIBUTE","C0456389","10"
"C0456685","U/hour","DOSAGE","C0456685","1"
"C0456693","per 30 minutes","DURATION","C0456693","3"
"C0456904","Intraoperative","TIME","C0456904","1"
"C0456938","Entire fossa ovalis of heart","BIOLOGICAL_STRUCTURE","C0456938","1"
"C0457138","Liver segment","BIOLOGICAL_STRUCTURE","C0457138","1"
"C0457193","Soft tissue mass","DISEASE_DISORDER","C0457193","3"
"C0457385","seconds","DURATION","C0457385","3"
"C0457846","Cervical segment of spinal cord","BIOLOGICAL_STRUCTURE","C0457846","6"
"C0458098","Midclavicular line","AREA","C0458098","1"
"C0458173","Syrup - Food","MEDICATION","C0458173","1"
"C0458576","Glossoepiglottic fold","BIOLOGICAL_STRUCTURE","C0458576","1"
"C0458582","Upper lip structure","BIOLOGICAL_STRUCTURE","C0458582","3"
"C0459892","Waldeyer's ring","BIOLOGICAL_STRUCTURE","C0459892","1"
"C0460026","Lower jaw region","BIOLOGICAL_STRUCTURE","C0460026","2"
"C0461527","Gauze swab","OTHER_ENTITY","C0461527","7"
"C0473935","Radiolabeled somatostatin analog study","DIAGNOSTIC_PROCEDURE","C0473935","2"
"C0474395","Behavior showing increased motor activity","SIGN_SYMPTOM","C0474395","1"
"C0474796","Neoplasm by Morphology","DETAILED_DESCRIPTION","C0474796","2"
"C0475210","centimeter","DISTANCE","C0475210","4"
"C0475224","Ischemic","DISEASE_DISORDER","C0475224","1"
"C0475272","G4 grade","SEVERITY","C0475272","2"
"C0475358","Tumor tissue sample","DISEASE_DISORDER","C0475358","3"
"C0475826","Residual tumor stage R2 (finding)","CLINICAL_EVENT","C0475826","1"
"C0477633","Cervical disc disorder","DISEASE_DISORDER","C0477633","5"
"C0486293","Albumin To Creatinine Protein Ratio Measurement","DIAGNOSTIC_PROCEDURE","C0486293","1"
"C0486616","Composition","BIOLOGICAL_ATTRIBUTE","C0486616","1"
"C0487742","Width","BIOLOGICAL_ATTRIBUTE","C0487742","4"
"C0488347","Pauses:Number = Count/Time:Duration of the study:Heart:Quantitative:EKG","SIGN_SYMPTOM","C0488347","1"
"C0489482","Ejection fraction (procedure)","BIOLOGICAL_ATTRIBUTE","C0489482","1"
"C0489484","EKG impression","SIGN_SYMPTOM","C0489484","1"
"C0489607","Pauses","SIGN_SYMPTOM","C0489607","1"
"C0489617","protein intake","ACTIVITY","C0489617","1"
"C0489786","Height","BIOLOGICAL_ATTRIBUTE","C0489786","7"
"C0494710","Mouth cyst","BIOLOGICAL_STRUCTURE","C0494710","3"
"C0496675","Medical care","THERAPEUTIC_PROCEDURE","C0496675","1"
"C0497156","Lymphadenopathy","DISEASE_DISORDER","C0497156","16"
"C0501622","Right vagus nerve","BIOLOGICAL_STRUCTURE","C0501622","1"
"C0504035","Wall of right ventricle","BIOLOGICAL_ATTRIBUTE","C0504035","6"
"C0504056","Inferior wall of left ventricle","BIOLOGICAL_STRUCTURE","C0504056","2"
"C0506947","Segment of aorta","BIOLOGICAL_STRUCTURE","C0506947","1"
"C0507156","Right clavicle","BIOLOGICAL_STRUCTURE","C0507156","1"
"C0507157","Left clavicle","BIOLOGICAL_STRUCTURE","C0507157","2"
"C0507205","Right scapula","BIOLOGICAL_STRUCTURE","C0507205","1"
"C0507206","Left scapula","BIOLOGICAL_STRUCTURE","C0507206","1"
"C0516983","gastrointestinal function","BIOLOGICAL_ATTRIBUTE","C0516983","1"
"C0517349","Muscle Strength","SIGN_SYMPTOM","C0517349","4"
"C0517667","Assessment of passive right hip joint movement","BIOLOGICAL_STRUCTURE","C0517667","1"
"C0517668","Assessment of passive left hip joint movement","BIOLOGICAL_STRUCTURE","C0517668","1"
"C0518864","Granulation finding","SIGN_SYMPTOM","C0518864","1"
"C0520510","Materials","OTHER_ENTITY","C0520510","2"
"C0520594","Breast Microcalcification","SIGN_SYMPTOM","C0520594","5"
"C0520887","ST segment depression (finding)","SIGN_SYMPTOM","C0520887","2"
"C0520960","Non-tender","SIGN_SYMPTOM","C0520960","1"
"C0520997","Thrombolysis, function","THERAPEUTIC_PROCEDURE","C0520997","1"
"C0521110","Accelerated","QUALITATIVE_CONCEPT","C0521110","2"
"C0521112","Bedtime (qualifier value)","TIME","C0521112","1"
"C0521114","Infrequent","FREQUENCY","C0521114","1"
"C0521116","Current (present time)","TIME","C0521116","1"
"C0521210","Resection of polyp","THERAPEUTIC_PROCEDURE","C0521210","2"
"C0521366","retropharyngeal","BIOLOGICAL_ATTRIBUTE","C0521366","1"
"C0521367","Oropharyngeal","BIOLOGICAL_STRUCTURE","C0521367","1"
"C0521400","Meningeal","BIOLOGICAL_STRUCTURE","C0521400","1"
"C0521533","Atrial septal aneurysm","DISEASE_DISORDER","C0521533","1"
"C0521573","Cleft eyelid","BIOLOGICAL_STRUCTURE","C0521573","1"
"C0521654","Neurologic Deficits","SIGN_SYMPTOM","C0521654","3"
"C0521800","Central cyanosis","SIGN_SYMPTOM","C0521800","3"
"C0522499","Palpable","SIGN_SYMPTOM","C0522499","10"
"C0522501","Massive","SEVERITY","C0522501","34"
"C0522510","With intensity","SEVERITY","C0522510","2"
"C0522534","Saturated","BIOLOGICAL_ATTRIBUTE","C0522534","7"
"C0523174","Microbial culture of sputum","DIAGNOSTIC_PROCEDURE","C0523174","2"
"C0523807","Oxygen saturation measurement","DIAGNOSTIC_PROCEDURE","C0523807","1"
"C0524422","Both cardiac atria","BIOLOGICAL_STRUCTURE","C0524422","7"
"C0524461","Structure of lumen of body system","BIOLOGICAL_STRUCTURE","C0524461","4"
"C0524466","Intracranial","BIOLOGICAL_STRUCTURE","C0524466","1"
"C0524722","Gastrointestinal Surgical Procedure","NONBIOLOGICAL_LOCATION","C0524722","1"
"C0525032","International Normalized Ratio","DIAGNOSTIC_PROCEDURE","C0525032","1"
"C0526870","MBL2 protein, human","BIOLOGICAL_ATTRIBUTE","C0526870","1"
"C0541782","Atrial standstill","DISEASE_DISORDER","C0541782","1"
"C0542142","Recurrent Laryngeal Nerve Paralysis","DISEASE_DISORDER","C0542142","1"
"C0542339","Inferior","LAB_VALUE","C0542339","1"
"C0542341","Function (attribute)","DISEASE_DISORDER","C0542341","2"
"C0542560","Academic degree","LAB_VALUE","C0542560","6"
"C0543467","Operative Surgical Procedures","BIOLOGICAL_STRUCTURE","C0543467","19"
"C0543478","Residual Tumor","DISEASE_DISORDER","C0543478","4"
"C0544452","Disease remission","OUTCOME","C0544452","3"
"C0545082","Visit","CLINICAL_EVENT","C0545082","6"
"C0546003","Frontal and parietal lobes","BIOLOGICAL_STRUCTURE","C0546003","1"
"C0546959","Atrial tachycardia","DISEASE_DISORDER","C0546959","3"
"C0547030","Visual disturbance","SIGN_SYMPTOM","C0547030","1"
"C0547040","Minimal","SEVERITY","C0547040","4"
"C0547043","Up","LAB_VALUE","C0547043","2"
"C0547044","Smaller","QUALITATIVE_CONCEPT","C0547044","11"
"C0547054","Grade four rank","SEVERITY","C0547054","2"
"C0547070","Ablation","THERAPEUTIC_PROCEDURE","C0547070","1"
"C0549099","Perforation (observation)","DISEASE_DISORDER","C0549099","2"
"C0549113","Aortic Root","BIOLOGICAL_STRUCTURE","C0549113","5"
"C0549177","Large","SEVERITY","C0549177","8"
"C0549178","Continuous","DETAILED_DESCRIPTION","C0549178","7"
"C0549183","Midline (qualifier value)","AREA","C0549183","13"
"C0549186","Obstructed","SIGN_SYMPTOM","C0549186","1"
"C0549193","Parameter Value","DIAGNOSTIC_PROCEDURE","C0549193","2"
"C0549207","Bone structure of spine","BIOLOGICAL_STRUCTURE","C0549207","3"
"C0549397","Deviated nasal septum","DISEASE_DISORDER","C0549397","1"
"C0549433","Surgical intervention (finding)","THERAPEUTIC_PROCEDURE","C0549433","1"
"C0549622","Sexual Dysfunction","DISEASE_DISORDER","C0549622","1"
"C0554011","Superficial parotidectomy","THERAPEUTIC_PROCEDURE","C0554011","1"
"C0554756","Doppler studies","DIAGNOSTIC_PROCEDURE","C0554756","1"
"C0554808","Forced diuresis","THERAPEUTIC_PROCEDURE","C0554808","1"
"C0556615","Paint thinners","QUALITATIVE_CONCEPT","C0556615","1"
"C0556636","Gray unit of radiation dose","DOSAGE","C0556636","2"
"C0556983","Once daily","FREQUENCY","C0556983","5"
"C0556984","Three times daily","FREQUENCY","C0556984","3"
"C0557823","Treatment room","NONBIOLOGICAL_LOCATION","C0557823","1"
"C0558009","Pressure ulcer care","THERAPEUTIC_PROCEDURE","C0558009","2"
"C0558280","Morgue","NONBIOLOGICAL_LOCATION","C0558280","1"
"C0558353","Tongue Carcinoma","DISEASE_DISORDER","C0558353","1"
"C0558355","Tonsillar Carcinoma","DISEASE_DISORDER","C0558355","6"
"C0559987","Entire tendon of subscapularis muscle","BIOLOGICAL_STRUCTURE","C0559987","1"
"C0560014","cubic foot","DIAGNOSTIC_PROCEDURE","C0560014","1"
"C0561923","Revision of scar","THERAPEUTIC_PROCEDURE","C0561923","1"
"C0562508","Accident and Emergency department","NONBIOLOGICAL_LOCATION","C0562508","14"
"C0563054","Second floor","NONBIOLOGICAL_LOCATION","C0563054","1"
"C0563291","Mechanical compression","OTHER_ENTITY","C0563291","2"
"C0564444","Wound of skin","BIOLOGICAL_STRUCTURE","C0564444","2"
"C0565514","Compression procedure","THERAPEUTIC_PROCEDURE","C0565514","3"
"C0565824","Very preterm maturity of infant","SIGN_SYMPTOM","C0565824","1"
"C0567489","Lesion of breast","DIAGNOSTIC_PROCEDURE","C0567489","1"
"C0572933","Benzodiazepine overdose","DISEASE_DISORDER","C0572933","1"
"C0574032","Infusion procedures","THERAPEUTIC_PROCEDURE","C0574032","10"
"C0574347","Sindhi language","THERAPEUTIC_PROCEDURE","C0574347","5"
"C0576730","Changing position","THERAPEUTIC_PROCEDURE","C0576730","1"
"C0577053","Lesion of liver","DISEASE_DISORDER","C0577053","1"
"C0577554","Resonant","QUALITATIVE_CONCEPT","C0577554","2"
"C0577559","Mass of body structure","SIGN_SYMPTOM","C0577559","8"
"C0577916","Lesion of lung","DISEASE_DISORDER","C0577916","1"
"C0578998","On treatment for hypertension","THERAPEUTIC_PROCEDURE","C0578998","1"
"C0581269","Thoracic spine structure","BIOLOGICAL_STRUCTURE","C0581269","1"
"C0581603","Revascularization - action","THERAPEUTIC_PROCEDURE","C0581603","2"
"C0582103","Medical Examination","CLINICAL_EVENT","C0582103","2"
"C0582818","Superior rectus muscle structure","BIOLOGICAL_STRUCTURE","C0582818","1"
"C0582821","Lateral rectus muscle structure","BIOLOGICAL_STRUCTURE","C0582821","1"
"C0585026","Tuesday","DATE","C0585026","1"
"C0585027","Wednesday","DATE","C0585027","2"
"C0585186","Cutaneous hypersensitivity","NONBIOLOGICAL_LOCATION","C0585186","1"
"C0585322","Every two hours","FREQUENCY","C0585322","3"
"C0585324","Every four hours","FREQUENCY","C0585324","1"
"C0585329","Every morning","FREQUENCY","C0585329","1"
"C0585332","Biweekly","FREQUENCY","C0585332","1"
"C0585339","Every six months","FREQUENCY","C0585339","1"
"C0585361","Twice a day","FREQUENCY","C0585361","3"
"C0585636","Upper eyelid structure","BIOLOGICAL_STRUCTURE","C0585636","1"
"C0585941","Antihypertensive therapy","THERAPEUTIC_PROCEDURE","C0585941","2"
"C0587117","Evening","TIME","C0587117","1"
"C0587267","Closed","OUTCOME","C0587267","6"
"C0587453","Cardiology department","NONBIOLOGICAL_LOCATION","C0587453","1"
"C0587457","Clinical immunology department","NONBIOLOGICAL_LOCATION","C0587457","1"
"C0587461","Dermatology department","NONBIOLOGICAL_LOCATION","C0587461","1"
"C0587463","Endocrinology department","NONBIOLOGICAL_LOCATION","C0587463","1"
"C0587464","Gastroenterology department","NONBIOLOGICAL_LOCATION","C0587464","1"
"C0587472","Infectious diseases department","NONBIOLOGICAL_LOCATION","C0587472","1"
"C0587474","Nephrology department","NONBIOLOGICAL_LOCATION","C0587474","1"
"C0587475","Neurology department","NONBIOLOGICAL_LOCATION","C0587475","1"
"C0587476","Nuclear medicine department","NONBIOLOGICAL_LOCATION","C0587476","1"
"C0587478","Rehabilitation department","NONBIOLOGICAL_LOCATION","C0587478","3"
"C0587479","Rheumatology department","NONBIOLOGICAL_LOCATION","C0587479","1"
"C0587480","Obstetrics and gynecology department","NONBIOLOGICAL_LOCATION","C0587480","2"
"C0587481","Gynecology department","NONBIOLOGICAL_LOCATION","C0587481","1"
"C0587482","Pediatric department","NONBIOLOGICAL_LOCATION","C0587482","1"
"C0587491","Hematology department","NONBIOLOGICAL_LOCATION","C0587491","1"
"C0587496","Forensic psychiatry department","NONBIOLOGICAL_LOCATION","C0587496","3"
"C0587497","Psychogeriatric department","NONBIOLOGICAL_LOCATION","C0587497","1"
"C0587500","Radiology department","NONBIOLOGICAL_LOCATION","C0587500","1"
"C0587506","Thoracic surgery department","NONBIOLOGICAL_LOCATION","C0587506","1"
"C0587507","Cardiac surgery department","NONBIOLOGICAL_LOCATION","C0587507","1"
"C0587510","Oral surgery department","NONBIOLOGICAL_LOCATION","C0587510","1"
"C0587514","Ear, nose and throat department","NONBIOLOGICAL_LOCATION","C0587514","1"
"C0587515","Endocrine surgery department","NONBIOLOGICAL_LOCATION","C0587515","1"
"C0587516","Gastrointestinal surgery department","NONBIOLOGICAL_LOCATION","C0587516","1"
"C0587521","Hand surgery department","NONBIOLOGICAL_LOCATION","C0587521","1"
"C0587524","Ophthalmology department","NONBIOLOGICAL_LOCATION","C0587524","1"
"C0587525","Orthopedic department","NONBIOLOGICAL_LOCATION","C0587525","1"
"C0587528","Plastic surgery department","NONBIOLOGICAL_LOCATION","C0587528","1"
"C0587531","Urology department","NONBIOLOGICAL_LOCATION","C0587531","1"
"C0587532","Vascular surgery department","NONBIOLOGICAL_LOCATION","C0587532","1"
"C0587605","Palliative care service","DETAILED_DESCRIPTION","C0587605","1"
"C0587975","Physiotherapy department","NONBIOLOGICAL_LOCATION","C0587975","1"
"C0588054","Cervical lymph node group","BIOLOGICAL_STRUCTURE","C0588054","2"
"C0588193","Bone structure of shaft of femur","BIOLOGICAL_STRUCTURE","C0588193","1"
"C0589079","Two to three times a week","FREQUENCY","C0589079","1"
"C0589120","Follow-up status","CLINICAL_EVENT","C0589120","46"
"C0589121","Follow-up visit","CLINICAL_EVENT","C0589121","2"
"C0589347","Colonoscopic polypectomy","THERAPEUTIC_PROCEDURE","C0589347","2"
"C0595613","Intraosseous Route of Drug Administration","OTHER_ENTITY","C0595613","1"
"C0595816","Paravertebral route","BIOLOGICAL_STRUCTURE","C0595816","1"
"C0595989","Carcinoma of larynx","DISEASE_DISORDER","C0595989","1"
"C0596240","Cancer Pain","DISEASE_DISORDER","C0596240","1"
"C0596620","glucose metabolism","SIGN_SYMPTOM","C0596620","6"
"C0596893","medical appointment","CLINICAL_EVENT","C0596893","5"
"C0597237","Physical Phenomenon or Property","DISEASE_DISORDER","C0597237","1"
"C0597354","Radiotracers","OTHER_ENTITY","C0597354","1"
"C0597423","Saturated fat","OTHER_ENTITY","C0597423","1"
"C0598801","Diffusion weighted imaging","DIAGNOSTIC_PROCEDURE","C0598801","9"
"C0600433","Activated Protein C Resistance","DIAGNOSTIC_PROCEDURE","C0600433","2"
"C0600558","Neoadjuvant Therapy","THERAPEUTIC_PROCEDURE","C0600558","6"
"C0600620","Hospitalists","CLINICAL_EVENT","C0600620","3"
"C0600644","Collections (publication)","DIAGNOSTIC_PROCEDURE","C0600644","3"
"C0600661","Outlines (document)","BIOLOGICAL_ATTRIBUTE","C0600661","11"
"C0633084","Plavix","MEDICATION","C0633084","1"
"C0659450","Secure - resin cement","THERAPEUTIC_PROCEDURE","C0659450","1"
"C0677043","Histopathology","DIAGNOSTIC_PROCEDURE","C0677043","7"
"C0677490","Pulmonary angiogram","DIAGNOSTIC_PROCEDURE","C0677490","1"
"C0677554","Anastomosis - action","BIOLOGICAL_STRUCTURE","C0677554","1"
"C0677607","Hashimoto Disease","DISEASE_DISORDER","C0677607","27"
"C0677874","In complete remission","OUTCOME","C0677874","1"
"C0677897","Intrathecal Route of Drug Administration","COREFERENCE","C0677897","9"
"C0677944","Sentinel node (disorder)","BIOLOGICAL_STRUCTURE","C0677944","2"
"C0677984","Locally Advanced Malignant Neoplasm","SEVERITY","C0677984","1"
"C0678113","Actilyse","MEDICATION","C0678113","2"
"C0678234","Stenosis Morphology","DISEASE_DISORDER","C0678234","7"
"C0678274","Alcohol Abstinence","ACTIVITY","C0678274","1"
"C0678594","Structure","BIOLOGICAL_ATTRIBUTE","C0678594","6"
"C0678862","venous drainage","BIOLOGICAL_ATTRIBUTE","C0678862","6"
"C0679547","Panendoscopy","DIAGNOSTIC_PROCEDURE","C0679547","1"
"C0680940","conglomerate","SIGN_SYMPTOM","C0680940","5"
"C0682578","Glandular Epithelium","BIOLOGICAL_STRUCTURE","C0682578","2"
"C0682708","White matter","BIOLOGICAL_STRUCTURE","C0682708","4"
"C0683368","Symptoms aspect","SIGN_SYMPTOM","C0683368","16"
"C0684207","gastrointestinal circulatory insufficiency","DISEASE_DISORDER","C0684207","1"
"C0684249","Carcinoma of lung","DISEASE_DISORDER","C0684249","1"
"C0684320","Disease regression","OUTCOME","C0684320","6"
"C0685707","Muscular ventricular septum defect","DISEASE_DISORDER","C0685707","2"
"C0685938","Malignant neoplasm of gastrointestinal tract","THERAPEUTIC_PROCEDURE","C0685938","1"
"C0694665","right antecubital fossa","BIOLOGICAL_STRUCTURE","C0694665","2"
"C0699587","Biseptol","MEDICATION","C0699587","1"
"C0699756","Intimate (qualifier value)","BIOLOGICAL_STRUCTURE","C0699756","2"
"C0699900","Catabolism","SIGN_SYMPTOM","C0699900","2"
"C0699952","Fused","SIGN_SYMPTOM","C0699952","1"
"C0700124","Dilated","SIGN_SYMPTOM","C0700124","28"
"C0700148","Congestion","SIGN_SYMPTOM","C0700148","1"
"C0700198","Pulmonary aspiration","DIAGNOSTIC_PROCEDURE","C0700198","1"
"C0700321","Small","SEVERITY","C0700321","35"
"C0700372","On examination - pupil reaction to light","CLINICAL_EVENT","C0700372","1"
"C0700385","Dairy Cream","MEDICATION","C0700385","1"
"C0700431","Cardiac rehabilitation","NONBIOLOGICAL_LOCATION","C0700431","2"
"C0700589","Contraceptive methods","THERAPEUTIC_PROCEDURE","C0700589","3"
"C0701043","Ciprinol","MEDICATION","C0701043","1"
"C0702093","Per Minute","FREQUENCY","C0702093","14"
"C0702221","Touch sensation","BIOLOGICAL_ATTRIBUTE","C0702221","1"
"C0704349","Vitamin A & D, topical ointment","MEDICATION","C0704349","2"
